,advice_mgmt_text,approves_ceo,cons_text,employee position,employee_location,employee_status,employee_years_at_company,number_helpful_votes,overall_rating,positive_outlook,pros_text,ratings_career_oportinity,ratings_comp_benefits,ratings_culture_values,ratings_senior_management,ratings_work_life_balance,review date,review_title
883,,,"Not sure i have any, but I think some people will find the speed and flexibility bothering. Almost 2 years and loving every minute", Client Partner,"Dublin, Co. Dublin (Ireland)",Current Employee ,M,0,5.0,1.0,"- Huge focus on employee development- Flat organization - every one is reachable and reactive- Sounds cliche but it's an amazing organization with truly amazing intentions, vision and executions.- Moving super fast and super flexible",5.0,5.0,5.0,5.0,5.0, 13 Mar 2016,"""Do what you do best"""
884,,,"Commute to San Francisco. The commute to San Francisco is unhealthy and inhibits social life. I want to live the city lifestyle, and this is a serious consideration for me. My next job will certainly not involve 3 hours of commuting each day.", Product Manager,"Menlo Park, CA (US)",Current Employee ,M,10,5.0,1.0,"Freedom to explore, speaking to my counterparts at other companies like Google, Twitter, and Uber it seems that Facebook has some of the most open cultures that encourages product exploration outside of one's primary duties and helping people finding impact across the company in places of their personal interest.",5.0,5.0,5.0,5.0,4.0, 8 Feb 2016,"""Product Manager"""
885,not mentioned,1.0,There is pretty much nothing to add here., Anonymous Employee,"Dublin, Co. Dublin (Ireland)",Current Employee ,M,1,5.0,1.0,"- Work with smartest people in the world- Efficiency is at the top, it is crucial to make things work in the same quality in shorter time in more scale.- The company and products develop your skills based on your area of expertise- There are many perks: three times meals, free food in the kitchens, cool offices, games rooms, activities, parties etc. etc.",5.0,5.0,5.0,5.0,5.0, 7 Mar 2016,"""Deserves the award: the best place to work in the world"""
886,,1.0,Very fast face so cannot do a deep dive on one single engagement, Manager,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,1.0,Very collaborative cultureNot a dull momentExciting and visible projects,5.0,5.0,5.0,5.0,4.0, 9 Mar 2016,"""Manager"""
887,not mentioned,1.0,The location was not my favorite to commute to but the free buses make it better., Recruiter,"Menlo Park, CA (US)",Former Employee ,not mentioned,0,5.0,1.0,It is super exciting to work at Facebook and you feel like you're at a party during the work day. It's where it's at!,5.0,5.0,5.0,5.0,5.0, 10 Mar 2016,"""Amazing Place to Work"""
888,not mentioned,1.0,place gets a little crowded while working but it gets the job done for us, Software Engineer,"New York, NY (US)",Current Employee ,not mentioned,0,4.0,1.0,The place is amazing worked out very well and great working hours for everyone very reasonable,5.0,5.0,5.0,5.0,4.0, 24 Mar 2016,"""Great Place"""
889,,1.0,Working style and rewards are highly individualized. It's not the place to go if you prefer working on a tightly knit team. Working from a remote office requires much travel to HQ., Software Engineer,"Seattle, WA (US)",Former Employee ,M,1,4.0,1.0,You will be surrounded by very intelligent and very motivated co-workers. You will be given a tremendous amount of leverage to ship features and change the world. The company moves very quickly for its size.,5.0,5.0,3.0,4.0,3.0, 20 Mar 2016,"""Great for lone wolves."""
890,,1.0,Discrimination in treatment between full-time employee and contractorMicro-management working environment applied on contractor, Contractor,Singapore (Singapore),Former Employee ,L,8,2.0,0.0,Opportunities to communicate with clients who are experts in advertising on FacebookLearning about Facebook advertising solutions from the basic to comprehensive level,2.0,1.0,2.0,1.0,3.0, 14 Mar 2016,"""From the viewpoint of a contractor"""
891,,1.0,"Maybe this is me, or maybe it's the culture. You can't really go off the grid for more than let's say half a week. Why? Things can break. and if you aren't there to fix it, it's going to be a disaster (that could have been avoided).But quite frankly, if I had to choose between ownership/responsibility, and the ability to go completely off the grid, I'd choose the former.", Software Engineer IV,"Menlo Park, CA (US)",Current Employee ,M,4,5.0,1.0,"The transparency, candidness and drive for equality. The work culture is what I'm here for.For me, hikes in compensations are what keep me from being disappointed / demotivated. What inspires and motivates me, what really satisfies me is the work I do with all these awesome people around me.",5.0,4.0,5.0,5.0,4.0, 23 Feb 2016,"""Culture \m/"""
892,not mentioned,1.0,The company is HUGE. The most challenging part is keeping up with all the changes happening to the company., Product Designer,"Menlo Park, CA (US)",Current Employee ,not mentioned,1,5.0,1.0,By far the best place to work. Benefits are generous and design problems are challenging. People are friendly.,5.0,5.0,5.0,4.0,3.0, 29 Feb 2016,"""Product Designer"""
893,,1.0,Everything constantly changes. Not a terrible thing - just something for most people to realize if you don't like change., Manager,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,1.0,Great coworkers - i've never enjoyed meetings so much (even when we topics are disagreeable)Incredibly challenging work - I feel like I accomplish a week's worth of work in one day.,4.0,5.0,5.0,5.0,4.0, 2 Mar 2016,"""Simply fantastic."""
894,not mentioned,1.0,Constant change hard to keep up with.Different experiences depending on management.None that don't exist at other companies., Client Solutions Manager,"Austin, TX (US)",Current Employee ,M,1,5.0,1.0,"Amazing benefits, excellent support both for your career and personal life",4.0,5.0,5.0,4.0,4.0, 25 Feb 2016,"""Best Place to Work"""
895,,1.0,"- its a place for those, who *are not ready to do any job for good money*- the motivation at FB is not money, its much beyond it - it is about running my own workplace- so if you are looking for a clean 9 to 5 job with limited accountability, no one will complaint and no one will ask u to stay back and work and slog, but yeah, your impact might always be lesser - may be because you're gonna compete with the …  smartest brains in the world.- this is a place for those to thrive, who love to take complete ownership of everything and treat every product as their own baby!Show More", Associate,Hyderabad (India),Current Employee ,not mentioned,5,5.0,1.0,"- professional, personal, career, whatever you need, FB gives you!- growth, visibility unlimited- the only place that I worked which lets me be!- never afraid of being judged, I can go as stupid as I want to, as long as I learn something out of it...",5.0,4.0,5.0,5.0,5.0, 11 Feb 2016,"""its not a workplace, its a family full of mad love!"""
896,not mentioned,1.0,Experiencing huge growth. You need to be able to adapt to change easily and be patient as the groom new leaders., Technical Recruiter,"Menlo Park, CA (US)",Current Employee ,M,3,5.0,1.0,"A company that truly takes care if its people! The benefits, the compensation, the perks but above all its the people that make this place great.",5.0,5.0,5.0,5.0,5.0, 15 Feb 2016,"""Fortunate to work for this company."""
897,not mentioned,1.0,Lack of career path visibility and where to go next., Account Manager,"Menlo Park, CA (US)",Former Employee ,M,0,4.0,1.0,Smart people to work with. Nice workplace and a pampered lifestyle.,5.0,5.0,5.0,5.0,5.0, 9 Mar 2016,"""Account Manager"""
898,,1.0,Not a place for introverts or those who value workspace privacy. If you choose to actually go home when you're done for the day - and not hang around or go out for a drink or otherwise spend more time with colleagues - you are met with incredulous stares.EVERYONE has drunk the Kool-aid; no one can fathom that the company isn't universally loved., New York,"New York, NY (US)",Former Employee ,M,17,3.0,0.0,"Excessive perks, especially food. Emphasis on offsites, travel to the Mothership (for those in satellite offices) after-work gatherings, social events.",3.0,5.0,3.0,3.0,5.0, 4 Feb 2016,"""GSM"""
899,,1.0,Moves faster and busier than other companies at the same scale., SWE,"Menlo Park, CA (US)",Current Employee ,L,0,5.0,1.0,"Great culture, great people to work with! Move fast and provides the freedom to choose team, project based on interest and advantage.",5.0,5.0,5.0,5.0,4.0, 20 Feb 2016,"""Software Engineer"""
900,,1.0,The bar is always rising. What's good one year is average the next year. There is no resting on your laurels. That is the same for everyone., Manager,"Dublin, Co. Dublin (Ireland)",Current Employee ,not mentioned,0,5.0,1.0,Fantastic place to work. Develop your career. Develop as a person as they invest an awful lot in you.,5.0,4.0,5.0,5.0,4.0, 16 Feb 2016,"""Manager in Sales Organisation"""
901,not mentioned,1.0,startup culture and high expectaions, Data Analyst,Hyderabad (India),Former Employee ,not mentioned,2,5.0,1.0,"Fast Paced, dynamic work invironment",4.0,5.0,5.0,5.0,5.0, 10 Feb 2016,"""Data analyst"""
902,not mentioned,0.0,"Internship is probably like a lottery. Some great coders that had internship along side with me didn't get a job offer, because they couldn't excel at the project they worked on.", Software Engineer Intern,"South Seattle, WA (US)",Former Employee ,not mentioned,4,5.0,1.0,Easy interview. I haven't expected to get an offer. Great company culture,5.0,5.0,4.0,4.0,5.0, 3 Feb 2016,"""Software Engineer Intern"""
903,not mentioned,,"competitive environment (bar is too high), work life balance (long hours, randomness, always available, competition), stress (impact, impact, impact, impact)", Software Engineer,"Seattle, WA (US)",Current Employee ,M,18,5.0,1.0,"transparency at every level, easy to do job (tools, resources, organization), freedom (independence, empowerment), people (strongest and best talented engineers), benefits (stocks, base pay, perks)",5.0,5.0,5.0,5.0,3.0, 13 Dec 2015,"""the best engineering company"""
904,not mentioned,1.0,I have yet to find one, Software Engineer,"Menlo Park, CA (US)",Current Employee ,not mentioned,0,5.0,1.0,"I absolutely love working at facebook, the benefits are great and the food is amazing",5.0,5.0,5.0,5.0,5.0, 9 Feb 2016,"""A campus on steroids!"""
905,,,The company is more focused on web development and has less product/project diversity than other companies like Google or Microsoft., Anonymous Employee,"Menlo Park, CA (US)",Current Employee ,L,0,5.0,,"Great perks, friendly work environment, free food and gym.The company moves fast, nice opportunities to learn and improve yourself.",,,,,, 10 Feb 2016,"""Nice"""
906,not mentioned,1.0,Contractors viewed as second class citizens, Client Solutions Manager,"San Francisco, CA (US)",Former Employee ,L,0,4.0,1.0,Generally a good work environment,5.0,4.0,3.0,3.0,4.0, 24 Feb 2016,"""CSM"""
907,,1.0,"Some management can be uneven, especially in the case where a manager is new. In that case, there's lots of room for individual contributors to give managers feedback and even direction. Speak up and make yourself heard!", Content Strategist,"Menlo Park, CA (US)",Current Employee ,not mentioned,2,5.0,1.0,"I feel lucky to work here and to have the opportunity to do things I love every day. It's challenging but fun and I've grown so much by being around such smart, talented people. I've also contributed to products and experiences used by over 1.5 billion people all around the world.",5.0,5.0,5.0,4.0,4.0, 3 Feb 2016,"""Best job I've ever had"""
908,not mentioned,1.0,Biggest issue I see is burn out but the company is focused on this particular problem in an incredibly thoughtful way, Anonymous Employee,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,1.0,A mission driven company that always stands behind its mission. Very transparent culture and excellent management,5.0,4.0,5.0,5.0,3.0, 8 Feb 2016,"""Simply the best"""
909,,1.0,Cannot think of one. The best place I have ever worked., Recruiting Lead,"Dublin, Co. Dublin (Ireland)",Current Employee ,not mentioned,1,5.0,1.0,Flexibility and autonomy. Trusted by management to own your workload. Incredible benefits and focus on work life integration,5.0,5.0,5.0,5.0,5.0, 4 Feb 2016,"""Best company"""
910,,1.0,"I haven't encountered a significant ""con"" yet, other than the extremely high expectations - but is that a con, if everyone around you is invested in your success and tries to help you excel?", Data Engineer,"Menlo Park, CA (US)",Current Employee ,not mentioned,1,5.0,1.0,"The perks are amazing, the compensation is great, the products are amazing, and the infrastructure/tooling is excellent.Above all else, I love the positive, exciting attitude I deal with every day. Not every single person is totally on-board, but the ratio of positive, excited, friendly people is higher than any other workplace I've seen.",5.0,5.0,5.0,5.0,4.0, 1 Feb 2016,"""Surreal, beautiful workplace with exceptionally positive culture"""
911,,1.0,"It's grown really fast recently and the culture's been diluted. The product roadmap changes a lot. It's had trouble innovating internally, most product growth lately has come through acquisitions.", Software Engineer,"Menlo Park, CA (US)",Former Employee ,M,3,4.0,0.0,"I worked with a lot of smart people there. Overall, the company is doing well and has a robust strategy. The perks are great too.",4.0,5.0,5.0,4.0,4.0, 9 Feb 2016,"""I had a good 3.5 years there"""
912,,1.0,Maintaining a work-life balance is difficult. Codebase is still messy in some parts and can be frustrated when documentation and owners are nowhere to be found., Software Engineer,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,1.0,"Facebook is an amazing company with lots of opportunities. Behind the free food and great perks, you'll find knowledgeable colleagues and inspiring human beings. The ""move fast"" motto is tuning down progressively for ""stable infra"" in infrastructure.",5.0,5.0,4.0,4.0,3.0, 1 Feb 2016,"""Great company, great people"""
913,,0.0,"The internal culture feels uncritical of the company's decisions. Too often, people conflate our business interests with humanitarian interests.", Software Engineer,"Menlo Park, CA (US)",Current Employee ,M,1,4.0,0.0,"The engineering organization is great in terms of giving people autonomy, interesting work, flexibility, and growth opportunities. I've encountered good managers here, who truly care about developing their reports and helping them find engaging work.",4.0,5.0,3.0,3.0,3.0, 8 Feb 2016,"""Becoming a better engineer here"""
914,,1.0,So much to do! They keep saying we are only 1% done? It's tiring!, Anonymous Employee,"Menlo Park, CA (US)",Current Employee ,not mentioned,0,5.0,1.0,"Great environment to do the most meaningful work - the work you do impacts over a billion people - where else do you get that? It's the way people treat each other with respect, genuine care and encouragement that I love the most - when the environment is right you can do your best work. Facebook has this in spades. Not to mention Zuck and Sheryl - phenomenal leaders - the real deal.",5.0,5.0,5.0,5.0,4.0, 28 Jan 2016,"""Best company"""
915,,1.0,work-life balance might be tough on some teams, Software Engineer IV,"Menlo Park, CA (US)",Current Employee ,M,2,5.0,1.0,"Great engineers, a lot of interesting technical challenges, extremely smart coworkers, cool perks",5.0,5.0,5.0,5.0,3.0, 20 Jan 2016,"""awesome"""
916,,1.0,"Any complaints seem like extreme first world gripes given all that the company does to keep the employees happy and progressing in their positions and careers, but I do have a few.The company will absolutely (and gladly) take as much time as you put in. They don't overly pressure you to work insane hours, but you will be surrounded by overachievers who put that pressure on themselves and create the …  perception that large swaths of the company are, ""always working."" This can be a blessing or curse and it is up to each individual employee to figure out the dreaded work / life balance equation for themselves.The other issue, is that Facebook prides itself on not competing on salary, RSU's, etc. against offers from other companies. While that may seem ok in practice, it results in a revolving door (which is a bit of a Silicon Valley issue in and of itself) between other big tech companies and Facebook. We won't make counteroffers to keep people, but we'll pay them what they wanted before they left to come back which sets a bad precedent for the people who stay.Show More", Network Engineer,"Menlo Park, CA (US)",Current Employee ,M,7,5.0,1.0,"I am not hyperbolizing when I say that working at Facebook is the best job I could possibly imagine.You get to work with a visionary leadership team that is incredibly accessible and wants to hear from you. Mark's Townhall meetings grew out of the weekly Q&A that he runs internally. If you want to ask Mark Zuckerburg or Sheryl Sandberg a question you can do it. If you want to give feedback or see changes …  in nearly any aspect of Facebook you will be empowered to do it.Your team will likely be comprised of industry experts in your particular area of work. From kernel hackers, PhD's in computer learning, hardware engineers building drones and our own servers, to network engineers that are helping write drafts and RFC's that define the underlying protocol architecture of the Internet - you will find everything under the sun and these people will make you so much better at what you do.If you aren't enjoying what you're doing in your current role you can go on a Hack-a-month with another team. This lets you expand your skills working on a different set of challenges and stay on your new team when you finish, if you like the work, or head back to your old team to work on something else. The best part is that management encourages these types of moves!The management teams empower you to work on the things you want to, and gives you the ability to impact billions of people. You work on one of the biggest platforms on the planet and you will see the results of the work you put in everyday in making it better.Also, the benefits are pretty amazing.Show More",5.0,5.0,5.0,5.0,4.0, 4 Jan 2016,"""Visionary leadership, industry experts will be your peers, the ability to impact billions, and incredible benefits"""
917,,1.0,- nth that I can think of now, Systems Project Manager,"Menlo Park, CA (US)",Current Employee ,not mentioned,0,5.0,1.0,"- young, smart, helpful team- great work culture (company values actually are being lived)- focus is on making impact. company values your strength and not only that but also encourage you to find your strength and make impacts using that strength. of course the impacts should be in line with company vision and the team's mission.",5.0,5.0,5.0,5.0,5.0, 27 Jan 2016,"""Awesome company to work for"""
918,not mentioned,1.0,"none, perfect place to work", Analyst,Hyderabad (India),Former Employee ,L,0,4.0,1.0,"many , can't be summed up in words",4.0,5.0,5.0,4.0,4.0, 10 Feb 2016,"""analyst -facebook"""
919,,1.0,There is no downside to a great company making the world a better place., Technical Program Manager,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,1.0,Great company to work for. You work on projects that interest and challenge you. Fast paced & teams expect you to work hard and meet your goals.,5.0,5.0,5.0,5.0,5.0, 25 Jan 2016,"""Connecting the World"""
920,not mentioned,1.0,"Too Large, minimal scope, repeating process already in place.", Technical Recruiter,"Seattle, WA (US)",Former Employee ,L,3,3.0,1.0,Great product and community. The people are great.,2.0,5.0,3.0,1.0,3.0, 2 Feb 2016,"""Recruiter"""
921,,1.0,Some teams are becoming big and hence your impact may seem to dilute.Not very helpful in movement across orgs, Data Analyst,"Menlo Park, CA (US)",Current Employee ,M,1,5.0,1.0,Amazing experience to be a part of a company which makes meaningful impact everyday,4.0,4.0,5.0,4.0,5.0, 18 Jan 2016,"""Needs to work on internal management"""
922,not mentioned,1.0,- free food. I eat too much., Software Engineer,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,1.0,- Build products fast- Wide range of skilled people from all over the world- You can do many many things there- Work for/with Mark- free food- perks (sports),5.0,5.0,5.0,4.0,4.0, 18 Jan 2016,"""Best company I ever worked for"""
923,,,I don't really have any cons. It's been the best company I have worked for.," Director, SMB EMEA","Dublin, Co. Dublin (Ireland)",Current Employee ,M,1,5.0,1.0,Very open cultureGreat place to workCan really focus on impactGet to solve problems that have never been solved before,5.0,5.0,5.0,5.0,5.0, 15 Jan 2016,"""Great Company"""
924,not mentioned,1.0,"Everything is broken, all the time.", Product Manager,"Menlo Park, CA (US)",Current Employee ,not mentioned,2,4.0,1.0,Smart people. Prestigious company. Insanely successful business.,3.0,3.0,2.0,3.0,2.0, 24 Jan 2016,"""Move fast and break things"""
925,not mentioned,1.0,you're compete with smartest people in the world, Production Engineer,"Menlo Park, CA (US)",Current Employee ,not mentioned,0,5.0,1.0,"great perks, great people, great product. feel proud of being the part of the journey of making the world a better place",5.0,5.0,5.0,5.0,4.0, 15 Jan 2016,"""best company ever"""
926,,1.0,"It feels like a cult for young, single people. Mature professionals with families need not apply. If you do manage to join, be prepared to be surrounded by rah rah rah, lots of brown nosing, politics, eating, drinking, and going to the gym with your co-workers is almost required if you want to get ahead here. If you don't join the herd with a smile on your face, you'll certainly feel like an outcast and will be on …  the black list. Manager smile to your face, tell you what you want to hear, then will stab you in the back. Extremely immature organization. They also make it nearly impossible to hit your goals once you are at a senior level, and then they will fine a way to phase you out and replace you with someone younger.Show More", Technical Recruiter,"Menlo Park, CA (US)",Former Employee ,not mentioned,47,1.0,1.0,"Great for young kids with almost no experience, where they can program you into their FB cult. Terrible place if you are a mature, serious professional. The environment rewards people who like to brag, boast, and broadcast their awesomeness. If you work hard but humble and quiet, you will not succeed here. Also, management in general, refuses to fix problems with the process. Performance reviews are geared towards …  those brown nose the best.Show More",1.0,4.0,4.0,2.0,1.0, 19 Jan 2016,"""Great company, terrible recruiting organization"""
927,,1.0,I don't think I experienced any downsides while working here., Anonymous Employee,"San Francisco, CA (US)",Former Employee ,L,0,5.0,0.0,The community is an amazing place to learn and prosper. Also the food and snack choices are amazing.,5.0,5.0,5.0,5.0,5.0, 12 Jan 2016,"""Facebook Experience"""
928,,0.0,"Week I moved across the country for the job, I was told the team I joined to be on no longer existed. Forth manager I had in my first four months later kept from me that the work I was hired to do was being removed from Facebook's objectives.Some seniors managers keep secrets and are horrible to work for. There's lots of truth to the saying, ""I joined for the company and left because of my manager."" Facebook …  a really, really good at selling its kool-aid story to employees. (It's why they have great ratings on Glassdoor IMO.) If you are in a position or team that is dissolved, you only have 4 weeks to find a new job, which isn't much time at all.Show More", Anonymous Employee,"Menlo Park, CA (US)",Former Employee ,M,26,1.0,1.0,"Great people in Engineering and Product organizations,Learning how Facebook has scaled/ growth strategies was rewarding especially once I left Facebook",1.0,4.0,1.0,2.0,3.0, 30 Jan 2016,"""Unethical employer"""
929,,1.0,"There are no cons, probably some will say there is less structure around processes but I think that is deliberately done to move fast", Outsourcing Operation Manager,Hyderabad (India),Current Employee ,L,2,5.0,1.0,Best is regarded as NormalIntelligent people trying to create impact to the real worldInnovative ideas are given preferenceFast paced,4.0,5.0,5.0,5.0,5.0, 3 Jan 2016,"""Life @Facebook"""
930,,,Facebook is becoming a larger company and lots of time get sunk into coordinating and selling rather than building. Life/work balance can suffer despite considerable efforts from the company to balance things., Director of Engineering,"Menlo Park, CA (US)",Former Employee ,M,1,5.0,1.0,Facebook has an incredibly impactful mission in the world. Possible the most important tech company of its decade. You get to learn from absolute top talent is many fields. Excellent culture lacking almost entirely in bad office politics. Great pay and benefits.,5.0,5.0,5.0,5.0,3.0, 6 Jan 2016,"""Facebook is Awesome"""
931,not mentioned,1.0,Long commute and lack of diversity, Anonymous Employee,"Menlo Park, CA (US)",Former Employee ,not mentioned,0,4.0,1.0,Amazing place to work. Smart and ambitious people.,5.0,5.0,4.0,2.0,3.0, 22 Jan 2016,"""Marketing manager"""
932,not mentioned,1.0,"The only con I've found is that Facebook's campus is a bit in the middle of no where but honestly with the flexible shuttle system and an all-day shuttle that goes back and forth between downtown Palo Alto, it's not so bad.", Product Designer,"Menlo Park, CA (US)",Current Employee ,M,10,5.0,1.0,"On my first day at Facebook, I remember asking myself, ""Is this company for real? How am I here? How does this company exist?"" Facebook is the epitome of the perfect company. A wise man once told me about the four Ps of the perfect employment: Product, Problem, People, Profit.Is the Product interesting? This product serves over 1.5 billion people - it is the most exciting product to be part of.Is the …  Problem interesting? Beyond interesting. We're trying to solve making the entire world more open and connected through communication, through sharing, through education, etc... In any area of the company, the problems are all great problems to solve.What about the People? The people are literally the best people I've ever worked with in any position I've been through. They are brilliant, kind, friendly and completely supportive. I left my last company as a senior member and at Facebook, I still feel like I'm learning something new from my colleagues every single day. Beyond my colleagues, the leadership here are more than supportive about an individual's career growth to help us grow deep within our roles, support groups to help you become a better manager, classes to help individuals transition from one career to another. I've seen many of my colleagues get the opportunity to completely change paths (e.g. Designer to Engineer, Researcher to Designer, Designer to PM, etc). You pave your own path and leadership here is supportive to help you get to where you want to be.So what about Profit? Facebook, luckily, is doing very well in this area. At a personal level, Facebook pays also very well. I was lucky enough to have my total acquisition package matched and exceeded which made saying yes to Facebook a no brainer.Take a great product, great people, amazing culture and a beautiful place to work and tie that all up in a bow. That is what Facebook is and I hope it never changes. I love this place!Show More",5.0,5.0,5.0,5.0,5.0, 9 Dec 2015,"""A dream company come true!"""
933,not mentioned,1.0,Sometimes the goal could be not easy to meet., Software Engineer,"New York, NY (US)",Current Employee ,M,0,5.0,1.0,Everything is set up great and convenient. People are all easy going and collaborative. I don't see politics here and people grow based on their performance and contribution. Of course there are great free food everyday!,5.0,5.0,5.0,5.0,5.0, 6 Jan 2016,"""Best working place for engineers"""
934,not mentioned,1.0,Not Really. I am happy here, Data Engineer,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,1.0,Very good companyOpen cultureflexibitlity to chose projects and type of workgreat quality of people,5.0,4.0,5.0,5.0,4.0, 6 Jan 2016,"""Working at FB"""
935,not mentioned,1.0,- no work/life balance- not enough empathy to peers, Engineering Manager,"Menlo Park, CA (US)",Current Employee ,M,6,5.0,1.0,- move fast despite being a big company- still in growth mode- entire company is focused on the mission of connecting people,4.0,4.0,5.0,5.0,2.0, 16 Dec 2015,"""Big company with startup culture"""
936,,1.0,Not much remote work. So sometimes challenging if your commute is far, Anonymous Employee,"Menlo Park, CA (US)",Current Employee ,M,1,5.0,1.0,Good work and helpful team members. Very collaborative environment. Decent pay,5.0,5.0,5.0,5.0,4.0, 31 Dec 2015,"""Excellent employer. Lot of growth potential"""
937,,1.0,"- People says Facebook has less politics, but I do feel some. Usually come from a group of people joining to same team from same company around same time.- Culture encourages transparency, so if you're a smooth talker and avoid giving harsh feedbacks, this could become your problem in review.", Software Engineer,"Menlo Park, CA (US)",Current Employee ,M,2,5.0,1.0,"- Facebook is very flexible, people are encouraged to work on stuff they're interested in with the best support I've ever seen in industry these years.- Facebook holds one of the best standards on its benefits - better than all companies with equivalent size.- People working here are just happier than average industry level, due to this reason you would feel happier too.- Company momentum is just great, …  so this could be potentially a place you can stay for a while.- Great engineers just come from all other companies, Google, Microsoft, Apple, Amazon. College new hires come from top ones: Stanford/MIT/CIT and things.- Good amount of people here are both smart and diligent, you have many to learn from.- Although coworkers are competitive here, they are much nicer to work with than other companies holding same 'elite principals'. For example, I rarely see (though there're few) arrogant people here. The whole culture was built in the sense to favor people who are both smart and humble.- Culture encourages transparency, so you have to learn hear and accept sometimes very tough feedbacks, but you could end up growing much faster as you can tell.- If you are good, there's no barrier on 'what you can do'. Facebook does NOT reveal your level to anyone else except your report. So you could see E3 engineers work like E4 or even E5 in the end. But in another way around, it could be tough for seniors.- Facebook sees deliveries (executions) as 1st priority, so people here just focus on work more than the rest, I believe this is one of the biggest reasons why this company moves faster than other companies with equivalent size.- Most of work in Facebook reaches great amount of people (1.5B in web, 1.3B in mobile), and great amount of revenue (20B of this year). So you can tell how much impact you can have, and this would to the minimum becomes a highlighting bullet point on your resume.- People says Facebook has bad work/life balance, I don't agree: 1) you have freedom to pick a laid-back team and free to go almost anytime (they have hackamonth program and it is true), 2) most of time I see hardworking people working hard due to their own choice.Show More",5.0,5.0,5.0,5.0,5.0, 23 Dec 2015,"""Software Engineer"""
938,not mentioned,1.0,Not good pay need more money in this economy. To make it anywhere you need good and steady income no matter what. But this is a fun and easy job, Pages,"Orlando, FL (US)",Former Employee ,not mentioned,2,4.0,,Easy to understand and easy to manage. Love this company and it is world wide everyone uses this website for everything.,4.0,4.0,5.0,3.0,5.0, 7 Jan 2016,"""Wonderful job"""
939,,1.0,"Lack of direction, no ownership.", Anonymous Employee,"San Jose, CA (US)",Former Employee ,not mentioned,0,3.0,1.0,"Great people, great food, nice digs.",3.0,3.0,3.0,3.0,3.0, 11 Jan 2016,"""Data mining"""
940,,1.0,Tolerates brilliant jerks and it can be easy to burn out based the intensity of workload., Director of IT,"San Carlos, CA (US)",Former Employee ,M,3,5.0,1.0,"Literally everything - constant challenges, fast pace, smart people, great benefits, awe inspiring products, and the feeling like you are part of something that is once in a lifetime.",5.0,5.0,5.0,4.0,4.0, 17 Dec 2015,"""Great company, lucky to have been a part of it"""
941,,1.0,"I don't quite like the office decorations style. A little bit stressful and factory like. Despite good acquisition for solidify the position in social media, social networks", Software Engineer,Melaka (Malaysia),Current Employee ,L,2,5.0,1.0,"Facebook is a good place to work . It might be easy to roll your eyes when people from Facebook say how open their culture Is. But it's true. At company wide- level, secret project, public incidents, important non- public business metrics.",5.0,5.0,5.0,5.0,5.0, 19 Dec 2015,"""Facebook at Open fast, no b s . ."""
942,,1.0,long hours to be done regularly, Software Engineer,"Dublin, Co. Dublin (Ireland)",Current Employee ,not mentioned,2,4.0,1.0,good perks in the job,4.0,5.0,4.0,3.0,3.0, 2 Jan 2016,"""cool"""
943,not mentioned,1.0,"Many people work 50+ hrs/week, depending on your team and location.", SWE Intern,"Seattle, WA (US)",Former Employee ,not mentioned,5,5.0,1.0,One of the better internships to have. Compensation is probably the best of any of the major tech companies. Many small perks are included that really add up and make it a good work environment.,5.0,5.0,5.0,5.0,3.0, 6 Dec 2015,"""Overall Good Company"""
944,,1.0,"Can be chaotic, Lots of young/inrexperienced managers. Difficult to make true impact when there are so many type A, motivated young individuals doing crazy awesome work. Although there are privisons for work from home and generally good at encouraging work/life balance, this is difficult with so many young and single people putting in intense amounts of hours.", Anonymous Employee,"Menlo Park, CA (US)",Current Employee ,M,1,5.0,1.0,"Good pay, talented people, plenty of opportunity. Everyone wants to work at FB these days. Time spent here is 2x 3x mor valuable than anywhere else because of the immesne learning/experiences.",4.0,5.0,5.0,5.0,2.0, 19 Dec 2015,"""Great Place Great time"""
945,,1.0,Most engineers are pretty introverted.Can be stressful., Anonymous Employee,"Mountain View, CA (US)",Former Employee ,not mentioned,2,4.0,1.0,"Facebook engineering is almost unparalleled. For example, the continuous delivery system at Facebook automatically builds, tests, and releases software.Managers will give you detailed, constructive, and honest feedback on how to be a better engineer.Lots of opportunities to impact the product through hackathons.",4.0,5.0,4.0,5.0,5.0, 31 Dec 2015,"""Exceptionally Run Company"""
946,,1.0,"The shuttle rides are a double-edge sword. It's great benefit to have, but if you are planning on using the shuttles or even commute, good luck on the 2-hour ride back home.", Anonymous Employee,"Daly City, CA (US)",Current Employee ,L,0,5.0,,"Facebook allowed myself to express who I am as an individual and work in a diverse and open environment. As an internship, Facebook provided work that developed transferable skills as well as a network of opportunities to meet many talented people.",5.0,4.0,5.0,5.0,4.0, 22 Dec 2015,"""Open, Diverse, and Life-Changing"""
